235113087,0,"MERCHANTMAN","2IVH2","UK","TUG",24,9,12,5,0.0,"Under way using engines","2023-06-01 23:00:01",54.6111,-5.91305,0.0,166.0,1.0,1.0,0.0,"","2023-07-17 12:00:00",0,0
355320000,9553402,"KIRKEHOLMEN","3FIV4","PM","TNK",144,23,27,5,0.0,"Under way using engines","2023-06-01 23:00:01",53.0381,-5.02837,10.3,21.0,1.0,1.0,0.0,"","2023-06-02 18:00:00",0,0
210098000,9807322,"STENA EMBLA","5BQA5","CY","PSG",215,28,160,3,0.0,"Under way using engines","2023-06-01 23:00:01",53.5955,-3.51101,19.9,295.4,1.0,1.0,0.0,"","2023-06-02 05:30:00",1,0
576152000,8763282,"EXCALIBUR","YJKQ5","NH","MER",58,32,25,25,0.0,"Restricted manoeuvrability","2023-06-01 23:00:01",53.06,-5.77131,0.0,214.6,1.0,1.0,0.0,"","2023-05-12 16:00:00",0,0
235087487,0,"NR PANTHER","2ERE2","UK","HSC",18,6,4,2,0.0,"Moored","2023-06-01 23:00:01",53.3196,-3.25983,0.0,324.0,1.0,1.0,0.0,"","2023-05-12 17:00:00",0,0
235108493,9751793,"NJORD FREYR","2ICD8","UK","HSC",26,9,6,4,0.0,"Moored","2023-06-01 23:00:01",54.0945,-3.22763,0.0,19.9,1.0,1.0,0.0,"","2023-06-01 18:00:00",0,0
235113087,0,"MERCHANTMAN","2IVH2","UK","TUG",24,9,12,5,0.0,"Under way using engines","2023-06-01 23:00:01",54.6111,-5.91305,0.0,249.1,1.0,1.0,0.0,"","2023-07-17 12:00:00",0,0
235100575,0,"ICENI VICTORY","2GUG2","UK","HSC",24,8,11,5,0.0,"Under way using engines","2023-06-01 23:00:02",53.3192,-3.25967,0.0,49.4,1.0,1.0,0.0,"","2023-05-15 16:00:00",0,0
235108461,0,"PREVAILER","2ICA7","UK","HSC",18,5,2,2,0.0,"Reservered for Hazardous or Pollutant (Category C)","2023-06-01 23:00:02",54.651,-3.56849,0.0,321.6,1.0,1.0,0.0,"","2023-06-01 08:00:00",0,0
257552000,9833175,"VIKING VENUS","LACS8","NO","PSG",228,34,191,17,0.0,"Under way using engines","2023-06-01 23:00:02",53.6403,-4.60488,9.3,90.0,1.0,1.0,0.0,"","2023-06-02 04:00:00",0,0
219811000,9815018,"DOER","OXEH2","DA","MER",26,8,9,4,0.0,"Moored","2023-06-01 23:00:02",54.0937,-3.22619,0.0,124.1,1.0,1.0,0.0,"","2023-06-01 06:30:00",0,0
209850000,9355422,"ANDROMEDA J","5BKR3","CY","MER",140,22,10,11,0.0,"Moored","2023-06-01 23:00:03",53.461,-3.02539,0.0,150.3,1.0,1.0,0.0,"","2023-06-01 16:15:00",1,0
235000379,0,"TORCH","MQJA8","UK","MER",20,9,0,0,0.0,"Under way using engines","2023-06-01 23:00:03",54.0949,-3.22412,0.0,-1.0,1.0,1.0,0.0,"","2023-08-23 19:30:00",0,0
244332968,9829007,"THUN LIFFEY","PBWT","NL","TNK",150,23,23,5,0.0,"Under way using engines","2023-06-01 23:00:03",51.8811,-5.50201,12.5,172.4,1.0,1.0,0.0,"","2023-06-02 00:01:00",0,0
209850000,9355422,"ANDROMEDA J","5BKR3","CY","MER",140,22,10,11,0.0,"Moored","2023-06-01 23:00:04",53.461,-3.02539,0.0,150.3,1.0,1.0,0.0,"","2023-06-01 16:15:00",1,0
232002807,9141754,"CITY OF CARDIFF","MWBY8","UK","",72,15,13,7,0.0,"At anchor","2023-06-01 23:00:05",51.3771,-3.20803,0.1,140.2,1.0,1.0,0.0,"","2023-06-02 03:00:00",0,0
235102224,9121637,"STENA HIBERNIA","2HBG6","UK","MER",142,24,126,7,0.0,"Under way using engines","2023-06-01 23:00:05",54.439,-4.3674,13.7,114.3,1.0,1.0,0.0,"","2023-06-02 03:30:00",0,0
341356001,8801113,"LADY MINA","V4OY5","SC","MER",87,13,12,3,0.0,"Under way using engines","2023-06-01 23:00:05",51.041,-6.8232,8.3,94.1,1.0,1.0,0.0,"","2023-06-03 13:00:00",0,0
235021774,8541232,"ILENE","MZWK","UK","FSH",20,5,5,3,0.0,"Under way using engines","2023-06-01 23:00:05",54.4564,-5.43947,0.0,331.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
248789000,9831177,"HERMINE","9HA4810","MT","MER",217,32,194,28,0.0,"Moored","2023-06-01 23:00:05",53.3453,-6.21022,0.0,341.8,1.0,1.0,0.0,"","2023-06-01 15:30:00",0,0
219166000,9244568,"CONNECTOR","OYOJ2","DA","MER",90,19,75,13,0.0,"Restricted manoeuvrability","2023-06-01 23:00:06",53.6367,-4.05167,0.0,82.0,1.0,1.0,0.0,"","2023-05-23 16:00:00",0,0
209850000,9355422,"ANDROMEDA J","5BKR3","CY","MER",140,22,10,11,0.0,"Moored","2023-06-01 23:00:07",53.461,-3.02539,0.0,150.3,1.0,1.0,0.0,"","2023-06-01 16:15:00",1,0
232032869,0,"THUNDERBIRD","MIPB7","UK","",9,4,5,2,0.0,"Unknown / Not Available","2023-06-01 23:00:07",54.2615,-5.60631,0.1,325.9,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
235008440,9286504,"KEEWHIT","MGRK4","UK","TNK",77,12,16,10,0.0,"Moored","2023-06-01 23:00:07",54.8483,-5.79665,0.0,348.0,1.0,1.0,0.0,"","2023-06-01 09:30:00",0,0
248789000,9831177,"HERMINE","9HA4810","MT","MER",217,32,194,28,0.0,"Moored","2023-06-01 23:00:09",53.3453,-6.21022,0.0,341.8,1.0,1.0,0.0,"","2023-06-01 15:30:00",0,0
232002697,9144122,"MILLGARTH","MWIS6","UK","TUG",33,10,18,6,0.0,"Under way using engines","2023-06-01 23:00:10",53.3971,-3.0049,15.2,348.8,1.0,1.0,0.0,"","2023-05-13 06:00:00",0,0
250003137,9095321,"ST CATHERINE LABOURE","EIPL5","EI","FSH",24,8,14,6,0.0,"Engaged in fishing","2023-06-01 23:00:10",55.2017,-6.98482,0.0,227.3,1.0,1.0,0.0,"","2023-07-04 08:00:00",0,0
232034418,0,"CLARA J","MIVP4","UK","PLS",0,0,0,0,0.0,"Unknown / Not Available","2023-06-01 23:00:10",54.2224,-4.69812,0.0,360.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
247160400,9332559,"STENA HORIZON","IBPT","IT","PSG",187,26,165,17,0.0,"Under way using engines","2023-06-01 23:00:10",51.2735,-6.17119,20.4,177.5,1.0,1.0,0.0,"","2023-06-02 14:00:00",0,0
246376000,9547881,"KOOLE 32","PBZP","NL","TUG",31,10,24,5,0.0,"Moored","2023-06-01 23:00:10",53.3141,-4.62295,0.0,3.0,1.0,1.0,0.0,"","2023-06-01 23:00:00",0,0
311027700,9438858,"AMUNDSEN SPIRIT","C6YM4","BF","TNK",249,44,50,24,0.0,"At anchor","2023-06-01 23:00:10",51.7922,-5.29121,0.0,206.5,1.0,1.0,0.0,"","2023-05-31 12:00:00",1,0
235007552,8792192,"G.V. ANTARES","2TML","UK","FSH",24,7,7,2,0.0,"Engaged in fishing","2023-06-01 23:00:12",54.0578,-5.98849,2.4,282.3,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
246376000,9547881,"KOOLE 32","PBZP","NL","TUG",31,10,24,5,0.0,"Moored","2023-06-01 23:00:12",53.3141,-4.62295,0.0,3.0,1.0,1.0,0.0,"","2023-06-01 23:00:00",0,0
212375000,9350666,"SEATRUCK POINT","C4YV2","CY","MER",142,23,121,21,0.0,"Under way using engines","2023-06-01 23:00:12",53.9192,-3.42256,16.5,272.0,1.0,1.0,0.0,"","2023-06-02 06:30:00",1,0
311404000,9244116,"EUROPEAN HIGHLANDER","C6SN6","BF","PSG",161,25,132,16,0.0,"Under way using engines","2023-06-01 23:00:14",54.986,-5.05108,16.1,319.8,1.0,1.0,0.0,"","2023-06-02 02:00:00",0,0
235102035,0,"HONOR MHARI","2HAM2","UK","PSG",18,8,9,5,0.0,"Moored","2023-06-01 23:00:15",54.098,-3.23203,0.0,308.1,1.0,1.0,0.0,"","2023-06-01 18:15:00",0,0
235102035,0,"HONOR MHARI","2HAM2","UK","PSG",18,8,9,5,0.0,"Moored","2023-06-01 23:00:15",54.098,-3.23203,0.0,308.1,1.0,1.0,0.0,"","2023-06-01 18:15:00",0,0
235007170,0,"G/V MOREMMA","MKHC6","UK","FSH",15,5,5,2,0.0,"Under way using engines","2023-06-01 23:00:15",51.2444,-3.18696,2.8,47.0,1.0,1.0,0.0,"","2023-05-17 01:00:00",0,0
250004289,9757101,"ARKLOW CASTLE","EI-SF-6","EI","MER",87,15,12,7,0.0,"Moored","2023-06-01 23:00:16",51.7217,-2.47422,0.0,30.3,1.0,1.0,0.0,"","2023-06-06 18:00:00",0,0
244066000,9828998,"THUN LIVERPOOL","PBWN","NL","TNK",149,23,30,6,0.0,"Under way using engines","2023-06-01 23:00:16",52.226,-5.81051,7.6,353.8,1.0,1.0,0.0,"","2023-06-02 08:00:00",0,0
235076847,9464883,"PACIFIC GREBE","2CYN8","UK","MER",104,18,27,18,0.0,"Moored","2023-06-01 23:00:16",54.1002,-3.21191,0.0,181.2,1.0,1.0,0.0,"","2023-05-08 13:00:00",0,0
232004516,7110555,"ADMIRAL DAY","GPES","UK","MER",38,9,18,3,0.0,"Moored","2023-06-01 23:00:16",53.2911,-2.89538,0.0,-1.0,1.0,1.0,0.0,"","2023-05-09 11:30:00",0,0
235095778,0,"NJORD PUFFIN","2GAM3","UK","HSC",19,7,5,4,0.0,"Under way using engines","2023-06-01 23:00:16",54.0945,-3.22774,0.0,239.2,1.0,1.0,0.0,"","2023-06-01 15:15:00",1,0
235104618,9220691,"WILLPOWER","2HLL2","UK","TUG",20,6,11,3,0.0,"Under way using engines","2023-06-01 23:00:16",51.696,-4.95139,0.0,234.0,1.0,1.0,0.0,"","2023-05-31 00:00:00",0,0
250003127,9730763,"PATRICK C","EIPJ5","EI","FSH",21,7,11,3,0.0,"Not defined","2023-06-01 23:00:16",52.4751,-6.05783,6.8,0.5,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
